hash,short,date,author,subject,files_changed,insertions,deletions,top_paths,inferred_type,prefix,flags,scope,dominant_dir,has_issue_ref,declares_breaking,body_lines
65a69f7c709b38a6eb0e2c235fe9d5c487413d20,65a69f7,2025-11-11 02:06:52 +1000,matthewdau85,"Fix anomaly score computation to use scaled features",1,1,1,"packages/ml-core/src/ml_core/pipelines/baseline.py",refactor,,"code-changes-look-like-refactor",,packages,0,0,0
892df7059b83ce39a8fc7b02a360ac40dd0c37e5,892df70,2025-11-11 02:06:47 +1000,matthewdau85,"Fix ATO submission import and add worker claiming",2,44,4,"services/ato-client/src/stp.ts;worker/src/jobs/ato-filings.ts",refactor,,"code-changes-look-like-refactor",,worker,0,0,0
401cd518c19c7d4f25303d5a48f96c7f572e8a9b,401cd51,2025-11-11 02:06:38 +1000,matthewdau85,"harden org scoping on compliance events",6,97,4,"services/api-gateway/src/lib/auth.js;services/api-gateway/src/lib/auth.ts;services/api-gateway/src/routes/compliance.ts;services/api-gateway/src/routes/ledger.ts;services/api-gateway/src/routes/payments.ts;services/api-gateway/src/types/fastify.d.ts",feat,,"code-additions-look-like-feat;subject-not-capitalized;possible-breaking-missing-marker",,services,0,0,0
a1793fef9a2c7c4a271628ab9c8b163100100526,a1793fe,2025-11-11 02:01:25 +1000,matthewdau85,"Add data governance runbook",1,80,0,"runbooks/data-governance.md",docs,,"docs-claimed-mismatch",,runbooks,0,0,0
1453d0fc0173f56b24b59a981d693cfdc35c0aab,1453d0f,2025-11-11 02:01:16 +1000,matthewdau85,"Document patent governance alignment and security attestations",5,111,5,"SECURITY.md;docs/dsp-osf/evidence-index.md;docs/ip/patent-draft.md;runbooks/ndb.md;runbooks/ops.md",docs,,"docs-claimed-mismatch",,runbooks,0,0,0
c6829ed808c2bc453ef226981ea709ede9bf2ebd,c6829ed,2025-11-11 01:53:00 +1000,matthewdau85,"Secure connectors, enforce MFA, and harden BAS + ML ops",43,1992,29,".github/workflows/model-governance.yml;.gitignore;SECURITY.md;artifacts/ml/model-manifest.json;docs/ops/runbook.md;domain/policy/designated-accounts.ts",feat+test,,"docs-claimed-mismatch;test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
af5f1f35e19c65218a2ea8c34cd1eae50fcf68e9,af5f1f3,2025-11-11 01:48:53 +1000,matthewdau85,"feat: add ML risk service and dashboards",30,2103,26,"docker-compose.yml;pnpm-lock.yaml;services/api-gateway/src/app.ts;services/api-gateway/src/clients/ml-service.ts;services/api-gateway/src/config.ts;services/api-gateway/src/lib/risk-feedback.ts",feat(db),feat,"deps-looks-like-chore;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker",,services,0,0,0
779032241e00af40d91200c9737d38a8e3d18fd9,7790322,2025-11-11 01:48:21 +1000,matthewdau85,"Add compliance telemetry models and ingestion pipeline",14,1214,2,"db/migrations/20250312_add_compliance_entities.sql;runbooks/data-governance.md;services/api-gateway/package.json;services/api-gateway/src/app.ts;services/api-gateway/src/config.ts;services/api-gateway/src/plugins/natsPublisher.ts",feat(db),,"docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
ce8eb0f217638ca8ef0ec4c172e033c6aaf5d5a2,ce8eb0f,2025-11-11 01:46:31 +1000,matthewdau85,"Implement integrations connectors and ATO workflows",22,1232,4,"domain/policy/designated-accounts.ts;runbooks/integrations.md;services/api-gateway/src/app.ts;services/api-gateway/src/routes/designated-accounts.ts;services/ato-client/package.json;services/ato-client/src/bas.ts",feat(db),,"docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
c7d26f0a5965d5dffdaf6ea99412dc8be8261934,c7d26f0,2025-11-11 01:41:54 +1000,matthewdau85,"feat: scaffold ml-core package with baseline pipelines",19,1198,0,"artifacts/notebooks/README.md;docs/ml/datasets.md;docs/ml/model-standards.md;packages/ml-core/README.md;packages/ml-core/pyproject.toml;packages/ml-core/src/ml_core/__init__.py",feat+test,feat,"docs-claimed-mismatch;test-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)",,packages,0,0,0
fb47f0bca232d1349c1089f5a4ad9ae8dd769f24,fb47f0b,2025-11-10 21:52:57 +1000,matthewdau85,"Add ML risk service integration",29,2895,26,"artifacts/models/fraud_model.json;artifacts/models/shortfall_model.json;pnpm-lock.yaml;services/api-gateway/src/app.ts;services/api-gateway/src/clients/ml-service.ts;services/api-gateway/src/config.ts",feat+test,,"test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
0c968033c7c5fc91bbc62a48046ecbd66fc0da61,0c96803,2025-11-10 21:41:55 +1000,matthewdau85,"Add compliance event ingestion pipeline",11,1099,3,"db/migrations/20251106090000_add_compliance_tables.sql;runbooks/data-governance.md;services/api-gateway/src/config.ts;services/api-gateway/src/lib/compliance-events.ts;services/api-gateway/src/routes/admin.data.ts;services/api-gateway/src/routes/bank-lines.ts",feat(db),,"docs-claimed-mismatch;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
7b8978a4182a16278d6160983f27e1184341af24,7b8978a,2025-11-10 21:38:16 +1000,matthewdau85,"Add ml-service feedback endpoints and governance controls",21,731,1,".github/workflows/ml-governance.yml;artifacts/model/bias-report.json;artifacts/model/manifest.json;artifacts/model/model.bin;artifacts/model/reproducibility-report.json;infra/observability/grafana/dashboards.json",feat(db),,"docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
def06928a05d67873295332458973735c15769fc,def0692,2025-11-10 21:36:09 +1000,matthewdau85,"feat: add ml core package and baseline pipelines",10,654,0,"artifacts/notebooks/baseline_runs.json;docs/ml/README.md;packages/ml-core/README.md;packages/ml-core/pyproject.toml;packages/ml-core/src/features/__init__.py;packages/ml-core/src/features/pipelines.py",feat,feat,"docs-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=packages)",,packages,0,0,0
2bd3a23641bbf65d9bc84a88cf75a6d749271367,2bd3a23,2025-11-10 21:27:08 +1000,matthewdau85,"feat: add risk event ingestion pipeline",12,887,19,"db/migrations/20251205_add_risk_events.sql;runbooks/data-governance.md;services/api-gateway/src/app.ts;services/api-gateway/src/config.ts;services/api-gateway/src/lib/risk-events.ts;services/api-gateway/src/routes/admin.data.ts",feat(db),feat,"docs-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope= vs dir=services);possible-breaking-missing-marker",,services,0,0,0
6e8aaedc30609659abebdbb5e4ea3486b3038591,6e8aaed,2025-11-10 21:26:43 +1000,matthewdau85,"Add ML risk service integration across stack",31,2815,51,"pnpm-lock.yaml;services/api-gateway/src/app.ts;services/api-gateway/src/clients/ml-service.ts;services/api-gateway/src/config.ts;services/api-gateway/src/routes/bank-lines.ts;services/api-gateway/src/routes/risk.ts",feat+test,,"test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
6b1e4fc26ff636316143246b68929902aa704a1c,6b1e4fc,2025-11-10 21:26:29 +1000,matthewdau85,"Add ML service observability and governance workflows",17,765,0,".github/workflows/ml-governance.yml;pnpm-lock.yaml;runbooks/ml-operations.md;services/ml-service/artifacts/model.onnx;services/ml-service/checksums/model.onnx.sha256;services/ml-service/model/manifest.json",feat(db),,"docs-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,services,0,0,0
96e523c30b5b1f910abfc71ad5ef2d9bfd7eedcf,96e523c,2025-11-10 20:24:41 +1000,matthewdau85,"feat(ml-core): scaffold package and baseline analytics",15,695,0,"artifacts/notebooks/.gitkeep;docs/ml/README.md;packages/ml-core/README.md;packages/ml-core/pyproject.toml;packages/ml-core/src/ml_core/__init__.py;packages/ml-core/src/ml_core/artifacts.py",feat,feat(ml-core),"docs-claimed-mismatch;subject-not-capitalized;needs-body(>=150 LOC);scope-mismatch(scope=ml-core vs dir=packages)",ml-core,packages,0,0,0
c8cc736724691e242e36f8556eb76a2ab95ba0da,c8cc736,2025-11-10 20:08:23 +1000,matthewdau85,"Add ML risk service integration and surface dashboard insights",31,1094,28,"artifacts/models/fraud_model.json;artifacts/models/shortfall_model.json;docker-compose.yml;package.json;services/api-gateway/src/app.ts;services/api-gateway/src/clients/mlServiceClient.ts",feat+test,,"test-claimed-mismatch;deps-looks-like-chore;needs-body(>=150 LOC);possible-breaking-missing-marker",,webapp,0,0,0
